date,customer_id,product,price,quantity,coupon_code,shipping_city,discount,net_price,revenue,transaction_key,order_year,order_month,is_high_discount,product_initial
2014-06-27,CUST00061,Office Supplies,651.21,949,PROMO10,mumbai,0.1,586.089,556198.461,20140627_CUST00061_OfficeSupplies,2014,6,1,O
2015-03-17,CUST00062,Cosmetics,437.2,7881,PROMO10,new york,0.1,393.48,3101015.8800000004,20150317_CUST00062_Cosmetics,2015,3,1,C
2013-04-03,CUST00063,Beverages,47.45,6846,PROMO10,berlin,0.1,42.705000000000005,292358.43000000005,20130403_CUST00063_Beverages,2013,4,1,B
2015-03-08,CUST00064,Clothes,109.28,9097,DISCOUNT5,new york,0.05,103.816,944414.152,20150308_CUST00064_Clothes,2015,3,0,C
2013-06-21,CUST00065,Personal Care,81.73,7921,FREESHIP,mexico city,0.0,81.73,647383.3300000001,20130621_CUST00065_PersonalCare,2013,6,0,P
2013-01-06,CUST00066,Office Supplies,651.21,3636,DISCOUNT5,sydney,0.05,618.6495,2249409.582,20130106_CUST00066_OfficeSupplies,2013,1,0,O
2012-03-17,CUST00067,Cereal,205.7,8590,DISCOUNT5,dubai,0.05,195.415,1678614.8499999999,20120317_CUST00067_Cereal,2012,3,0,C
2014-04-18,CUST00068,Office Supplies,651.21,2163,FREESHIP,toronto,0.0,651.21,1408567.23,20140418_CUST00068_OfficeSupplies,2014,4,0,O
2016-01-03,CUST00069,Baby Food,255.28,5766,FREESHIP,paris,0.0,255.28,1471944.48,20160103_CUST00069_BabyFood,2016,1,0,B
2011-05-12,CUST00070,Office Supplies,651.21,7841,DISCOUNT5,tokyo,0.05,618.6495,4850830.7295,20110512_CUST00070_OfficeSupplies,2011,5,0,O
2010-07-29,CUST00071,Fruits,9.33,8862,PROMO11,toronto,0.11,8.303700000000001,73587.38940000001,20100729_CUST00071_Fruits,2010,7,1,F
2013-08-02,CUST00072,Baby Food,255.28,6335,SAVE20,mumbai,0.2,204.22400000000002,1293759.04,20130802_CUST00072_BabyFood,2013,8,1,B
2013-10-23,CUST00073,Beverages,47.45,9794,FREESHIP,berlin,0.0,47.45,464725.30000000005,20131023_CUST00073_Beverages,2013,10,0,B
2017-02-05,CUST00074,Vegetables,154.06,5808,PROMO10,toronto,0.1,138.654,805302.432,20170205_CUST00074_Vegetables,2017,2,1,V
2015-03-20,CUST00075,Meat,421.89,2975,PROMO10,mumbai,0.1,379.701,1129610.475,20150320_CUST00075_Meat,2015,3,1,M
2012-05-06,CUST00076,Personal Care,81.73,6925,SAVE20,berlin,0.2,65.384,452784.2,20120506_CUST00076_PersonalCare,2012,5,1,P
2013-09-30,CUST00077,Meat,421.89,5319,FREESHIP,toronto,0.0,421.89,2244032.91,20130930_CUST00077_Meat,2013,9,0,M
2014-05-20,CUST00078,Office Supplies,651.21,2850,SAVE20,toronto,0.2,520.9680000000001,1484758.8000000003,20140520_CUST00078_OfficeSupplies,2014,5,1,O
2010-04-09,CUST00079,Cereal,205.7,6241,SAVE20,london,0.2,164.56,1027018.96,20100409_CUST00079_Cereal,2010,4,1,C
2017-06-09,CUST00080,Office Supplies,651.21,9247,SAVE20,mexico city,0.2,520.9680000000001,4817391.096000001,20170609_CUST00080_OfficeSupplies,2017,6,1,O
2015-02-08,CUST00081,Cereal,205.7,7653,FREESHIP,mexico city,0.0,205.7,1574222.0999999999,20150208_CUST00081_Cereal,2015,2,0,C
2010-01-25,CUST00082,Snacks,152.58,4279,FREESHIP,london,0.0,152.58,652889.8200000001,20100125_CUST00082_Snacks,2010,1,0,S
2010-03-07,CUST00083,Fruits,9.33,3972,PROMO11,new york,0.11,8.303700000000001,32982.29640000001,20100307_CUST00083_Fruits,2010,3,1,F
2013-01-03,CUST00084,Clothes,109.28,8611,SAVE20,sydney,0.2,87.424,752808.064,20130103_CUST00084_Clothes,2013,1,1,C
2017-03-06,CUST00085,Snacks,152.58,2109,FREESHIP,london,0.0,152.58,321791.22000000003,20170306_CUST00085_Snacks,2017,3,0,S
2011-01-09,CUST00086,Beverages,47.45,5408,PROMO11,tokyo,0.11,42.230500000000006,228382.54400000002,20110109_CUST00086_Beverages,2011,1,1,B
2014-03-27,CUST00087,Cereal,205.7,1480,DISCOUNT5,mumbai,0.05,195.415,289214.2,20140327_CUST00087_Cereal,2014,3,0,C
2013-06-28,CUST00088,Snacks,152.58,332,DISCOUNT5,london,0.05,144.951,48123.731999999996,20130628_CUST00088_Snacks,2013,6,0,S
2011-09-04,CUST00089,Beverages,47.45,3999,FREESHIP,new york,0.0,47.45,189752.55000000002,20110904_CUST00089_Beverages,2011,9,0,B
2016-07-14,CUST00090,Clothes,109.28,1549,DISCOUNT5,tokyo,0.05,103.816,160810.984,20160714_CUST00090_Clothes,2016,7,0,C
2014-02-23,CUST00091,Baby Food,255.28,4079,FREESHIP,london,0.0,255.28,1041287.12,20140223_CUST00091_BabyFood,2014,2,0,B
2010-08-07,CUST00092,Clothes,109.28,9721,SAVE20,tokyo,0.2,87.424,849848.704,20100807_CUST00092_Clothes,2010,8,1,C
2013-01-14,CUST00093,Household,668.27,8635,SAVE20,tokyo,0.2,534.616,4616409.16,20130114_CUST00093_Household,2013,1,1,H
2010-09-30,CUST00094,Personal Care,81.73,8014,PROMO11,new york,0.11,72.7397,582935.9558,20100930_CUST00094_PersonalCare,2010,9,1,P
2016-10-13,CUST00095,Cereal,205.7,7081,SAVE20,paris,0.2,164.56,1165249.36,20161013_CUST00095_Cereal,2016,10,1,C
2011-03-16,CUST00096,Snacks,152.58,2091,FREESHIP,sydney,0.0,152.58,319044.78,20110316_CUST00096_Snacks,2011,3,0,S
2012-12-26,CUST00097,Fruits,9.33,1331,PROMO10,mexico city,0.1,8.397,11176.407000000001,20121226_CUST00097_Fruits,2012,12,1,F
2015-09-02,CUST00098,Clothes,109.28,117,DISCOUNT5,berlin,0.05,103.816,12146.472,20150902_CUST00098_Clothes,2015,9,0,C
2013-11-11,CUST00099,Household,668.27,5798,SAVE20,berlin,0.2,534.616,3099703.568,20131111_CUST00099_Household,2013,11,1,H
2014-08-04,CUST00100,Vegetables,154.06,2755,SAVE20,dubai,0.2,123.248,339548.24,20140804_CUST00100_Vegetables,2014,8,1,V
2010-10-21,CUST00101,Clothes,109.28,7398,PROMO10,london,0.1,98.352,727608.096,20101021_CUST00101_Clothes,2010,10,1,C
2015-06-13,CUST00102,Vegetables,154.06,3170,PROMO10,mexico city,0.1,138.654,439533.18,20150613_CUST00102_Vegetables,2015,6,1,V
2012-03-29,CUST00103,Snacks,152.58,5544,DISCOUNT5,mumbai,0.05,144.951,803608.3439999999,20120329_CUST00103_Snacks,2012,3,0,S
2012-06-22,CUST00104,Vegetables,154.06,7025,PROMO11,mumbai,0.11,137.1134,963221.6350000001,20120622_CUST00104_Vegetables,2012,6,1,V
2013-05-10,CUST00105,Personal Care,81.73,2149,SAVE20,mumbai,0.2,65.384,140510.21600000001,20130510_CUST00105_PersonalCare,2013,5,1,P
2016-12-10,CUST00106,Personal Care,81.73,2484,DISCOUNT5,tokyo,0.05,77.6435,192866.454,20161210_CUST00106_PersonalCare,2016,12,0,P
2011-03-20,CUST00107,Snacks,152.58,1629,SAVE20,london,0.2,122.06400000000002,198842.25600000002,20110320_CUST00107_Snacks,2011,3,1,S
2011-09-22,CUST00108,Cosmetics,437.2,213,PROMO11,mumbai,0.11,389.108,82880.004,20110922_CUST00108_Cosmetics,2011,9,1,C
2012-05-11,CUST00109,Beverages,47.45,897,DISCOUNT5,tokyo,0.05,45.0775,40434.5175,20120511_CUST00109_Beverages,2012,5,0,B
2011-11-15,CUST00110,Clothes,109.28,3374,FREESHIP,dubai,0.0,109.28,368710.72000000003,20111115_CUST00110_Clothes,2011,11,0,C
2010-01-27,CUST00111,Beverages,47.45,9367,DISCOUNT5,paris,0.05,45.0775,422240.9425,20100127_CUST00111_Beverages,2010,1,0,B
2011-08-17,CUST00112,Baby Food,255.28,7632,SAVE20,paris,0.2,204.22400000000002,1558637.5680000002,20110817_CUST00112_BabyFood,2011,8,1,B
2014-09-06,CUST00113,Beverages,47.45,8954,PROMO10,mexico city,0.1,42.705000000000005,382380.57000000007,20140906_CUST00113_Beverages,2014,9,1,B
2014-09-03,CUST00114,Cereal,205.7,1150,DISCOUNT5,dubai,0.05,195.415,224727.25,20140903_CUST00114_Cereal,2014,9,0,C
2015-09-05,CUST00115,Office Supplies,651.21,4071,PROMO10,mexico city,0.1,586.089,2385968.319,20150905_CUST00115_OfficeSupplies,2015,9,1,O
2011-06-20,CUST00116,Baby Food,255.28,4594,PROMO10,tokyo,0.1,229.752,1055480.688,20110620_CUST00116_BabyFood,2011,6,1,B
2012-01-12,CUST00117,Snacks,152.58,1632,SAVE20,paris,0.2,122.06400000000002,199208.44800000003,20120112_CUST00117_Snacks,2012,1,1,S
2017-01-23,CUST00118,Household,668.27,1127,PROMO10,berlin,0.1,601.443,677826.2609999999,20170123_CUST00118_Household,2017,1,1,H
2012-03-04,CUST00119,Vegetables,154.06,1052,PROMO11,paris,0.11,137.1134,144243.2968,20120304_CUST00119_Vegetables,2012,3,1,V
2010-07-18,CUST00120,Meat,421.89,6413,SAVE20,mumbai,0.2,337.512,2164464.456,20100718_CUST00120_Meat,2010,7,1,M
2011-04-12,CUST00121,Snacks,152.58,4245,PROMO10,berlin,0.1,137.322,582931.89,20110412_CUST00121_Snacks,2011,4,1,S
2010-10-03,CUST00122,Snacks,152.58,8615,SAVE20,toronto,0.2,122.06400000000002,1051581.36,20101003_CUST00122_Snacks,2010,10,1,S
2013-12-29,CUST00123,Baby Food,255.28,5624,FREESHIP,sydney,0.0,255.28,1435694.72,20131229_CUST00123_BabyFood,2013,12,0,B
2015-09-19,CUST00124,Clothes,109.28,8399,SAVE20,toronto,0.2,87.424,734274.1760000001,20150919_CUST00124_Clothes,2015,9,1,C
2011-09-17,CUST00125,Fruits,9.33,2104,PROMO10,london,0.1,8.397,17667.288,20110917_CUST00125_Fruits,2011,9,1,F
2010-03-11,CUST00126,Snacks,152.58,8929,FREESHIP,mumbai,0.0,152.58,1362386.82,20100311_CUST00126_Snacks,2010,3,0,S
2012-11-10,CUST00127,Household,668.27,3098,PROMO11,berlin,0.11,594.7603,1842567.4094,20121110_CUST00127_Household,2012,11,1,H
2011-02-16,CUST00128,Clothes,109.28,5867,PROMO10,paris,0.1,98.352,577031.184,20110216_CUST00128_Clothes,2011,2,1,C
2012-08-13,CUST00129,Cosmetics,437.2,522,FREESHIP,tokyo,0.0,437.2,228218.4,20120813_CUST00129_Cosmetics,2012,8,0,C
2014-08-28,CUST00130,Snacks,152.58,7379,SAVE20,sydney,0.2,122.06400000000002,900710.2560000002,20140828_CUST00130_Snacks,2014,8,1,S
2015-08-19,CUST00131,Office Supplies,651.21,8788,PROMO11,sydney,0.11,579.5769,5093321.7972,20150819_CUST00131_OfficeSupplies,2015,8,1,O
2011-03-20,CUST00132,Beverages,47.45,4129,FREESHIP,toronto,0.0,47.45,195921.05000000002,20110320_CUST00132_Beverages,2011,3,0,B
2013-04-16,CUST00133,Beverages,47.45,4811,PROMO10,london,0.1,42.705000000000005,205453.75500000003,20130416_CUST00133_Beverages,2013,4,1,B
2015-11-13,CUST00134,Baby Food,255.28,9279,SAVE20,new york,0.2,204.22400000000002,1894994.4960000003,20151113_CUST00134_BabyFood,2015,11,1,B
2014-01-10,CUST00135,Household,668.27,8006,SAVE20,tokyo,0.2,534.616,4280135.6959999995,20140110_CUST00135_Household,2014,1,1,H
2015-04-09,CUST00136,Office Supplies,651.21,8496,SAVE20,mumbai,0.2,520.9680000000001,4426144.1280000005,20150409_CUST00136_OfficeSupplies,2015,4,1,O
2013-01-07,CUST00137,Household,668.27,285,DISCOUNT5,mexico city,0.05,634.8565,180934.1025,20130107_CUST00137_Household,2013,1,0,H
2013-02-12,CUST00138,Personal Care,81.73,9942,PROMO10,toronto,0.1,73.557,731303.694,20130212_CUST00138_PersonalCare,2013,2,1,P
2014-11-28,CUST00139,Meat,421.89,6064,FREESHIP,sydney,0.0,421.89,2558340.96,20141128_CUST00139_Meat,2014,11,0,M
2015-01-03,CUST00140,Meat,421.89,4281,FREESHIP,sydney,0.0,421.89,1806111.0899999999,20150103_CUST00140_Meat,2015,1,0,M
2011-02-03,CUST00141,Personal Care,81.73,2256,DISCOUNT5,toronto,0.05,77.6435,175163.736,20110203_CUST00141_PersonalCare,2011,2,0,P
2013-04-09,CUST00142,Snacks,152.58,4679,SAVE20,toronto,0.2,122.06400000000002,571137.4560000001,20130409_CUST00142_Snacks,2013,4,1,S
2017-07-26,CUST00143,Cosmetics,437.2,8275,PROMO11,new york,0.11,389.108,3219868.7,20170726_CUST00143_Cosmetics,2017,7,1,C
2017-04-15,CUST00144,Fruits,9.33,6798,FREESHIP,london,0.0,9.33,63425.340000000004,20170415_CUST00144_Fruits,2017,4,0,F
2014-05-16,CUST00145,Baby Food,255.28,6035,PROMO11,sydney,0.11,227.1992,1371147.172,20140516_CUST00145_BabyFood,2014,5,1,B
2015-08-12,CUST00146,Baby Food,255.28,8803,PROMO10,berlin,0.1,229.752,2022506.8560000001,20150812_CUST00146_BabyFood,2015,8,1,B
2013-09-20,CUST00147,Snacks,152.58,9951,PROMO11,berlin,0.11,135.79620000000003,1351307.9862000002,20130920_CUST00147_Snacks,2013,9,1,S
2013-10-31,CUST00148,Cereal,205.7,1358,SAVE20,tokyo,0.2,164.56,223472.48,20131031_CUST00148_Cereal,2013,10,1,C
2014-07-30,CUST00149,Cereal,205.7,6936,FREESHIP,berlin,0.0,205.7,1426735.2,20140730_CUST00149_Cereal,2014,7,0,C
2011-11-12,CUST00150,Fruits,9.33,7627,PROMO10,new york,0.1,8.397,64043.919,20111112_CUST00150_Fruits,2011,11,1,F
2010-03-25,CUST00151,Snacks,152.58,6405,DISCOUNT5,tokyo,0.05,144.951,928411.1549999999,20100325_CUST00151_Snacks,2010,3,0,S
2011-07-04,CUST00152,Cereal,205.7,3274,PROMO11,mumbai,0.11,183.07299999999998,599381.002,20110704_CUST00152_Cereal,2011,7,1,C
2011-01-01,CUST00153,Baby Food,255.28,271,DISCOUNT5,paris,0.05,242.516,65721.836,20110101_CUST00153_BabyFood,2011,1,0,B
2016-06-16,CUST00154,Clothes,109.28,6463,PROMO11,tokyo,0.11,97.2592,628586.2096000001,20160616_CUST00154_Clothes,2016,6,1,C
2013-12-17,CUST00155,Fruits,9.33,2949,DISCOUNT5,dubai,0.05,8.8635,26138.4615,20131217_CUST00155_Fruits,2013,12,0,F
2017-03-01,CUST00156,Meat,421.89,7859,PROMO10,mexico city,0.1,379.701,2984070.159,20170301_CUST00156_Meat,2017,3,1,M
2010-07-02,CUST00157,Baby Food,255.28,1353,PROMO10,berlin,0.1,229.752,310854.456,20100702_CUST00157_BabyFood,2010,7,1,B
2013-07-16,CUST00158,Snacks,152.58,624,FREESHIP,london,0.0,152.58,95209.92000000001,20130716_CUST00158_Snacks,2013,7,0,S
2016-08-16,CUST00159,Office Supplies,651.21,4897,PROMO10,paris,0.1,586.089,2870077.833,20160816_CUST00159_OfficeSupplies,2016,8,1,O
2014-12-16,CUST00160,Meat,421.89,424,PROMO11,toronto,0.11,375.4821,159204.4104,20141216_CUST00160_Meat,2014,12,1,M
2012-05-14,CUST00161,Office Supplies,651.21,5494,PROMO11,new york,0.11,579.5769,3184195.4886000003,20120514_CUST00161_OfficeSupplies,2012,5,1,O
2017-07-18,CUST00162,Household,668.27,5423,PROMO10,mumbai,0.1,601.443,3261625.389,20170718_CUST00162_Household,2017,7,1,H
2017-07-09,CUST00163,Personal Care,81.73,7559,PROMO10,paris,0.1,73.557,556017.363,20170709_CUST00163_PersonalCare,2017,7,1,P
2011-09-30,CUST00164,Office Supplies,651.21,6283,PROMO10,sydney,0.1,586.089,3682397.1870000004,20110930_CUST00164_OfficeSupplies,2011,9,1,O
2015-11-24,CUST00165,Vegetables,154.06,8006,FREESHIP,mumbai,0.0,154.06,1233404.36,20151124_CUST00165_Vegetables,2015,11,0,V
2012-08-14,CUST00166,Office Supplies,651.21,6170,DISCOUNT5,new york,0.05,618.6495,3817067.415,20120814_CUST00166_OfficeSupplies,2012,8,0,O
2015-12-06,CUST00167,Clothes,109.28,6249,PROMO11,berlin,0.11,97.2592,607772.7408,20151206_CUST00167_Clothes,2015,12,1,C
2014-05-25,CUST00168,Vegetables,154.06,748,DISCOUNT5,mumbai,0.05,146.357,109475.036,20140525_CUST00168_Vegetables,2014,5,0,V
2012-10-18,CUST00169,Beverages,47.45,4203,DISCOUNT5,dubai,0.05,45.0775,189460.7325,20121018_CUST00169_Beverages,2012,10,0,B
2013-03-13,CUST00170,Office Supplies,651.21,8180,SAVE20,tokyo,0.2,520.9680000000001,4261518.24,20130313_CUST00170_OfficeSupplies,2013,3,1,O
2011-02-23,CUST00171,Office Supplies,651.21,6280,DISCOUNT5,london,0.05,618.6495,3885118.86,20110223_CUST00171_OfficeSupplies,2011,2,0,O
2014-08-15,CUST00172,Household,668.27,9131,FREESHIP,mumbai,0.0,668.27,6101973.37,20140815_CUST00172_Household,2014,8,0,H
2017-07-06,CUST00173,Personal Care,81.73,9396,SAVE20,paris,0.2,65.384,614348.064,20170706_CUST00173_PersonalCare,2017,7,1,P
2010-12-31,CUST00174,Clothes,109.28,6765,PROMO11,paris,0.11,97.2592,657958.488,20101231_CUST00174_Clothes,2010,12,1,C
2010-01-13,CUST00175,Personal Care,81.73,2964,PROMO10,new york,0.1,73.557,218022.948,20100113_CUST00175_PersonalCare,2010,1,1,P
2011-09-17,CUST00176,Office Supplies,651.21,6746,SAVE20,sydney,0.2,520.9680000000001,3514450.1280000005,20110917_CUST00176_OfficeSupplies,2011,9,1,O
2014-03-08,CUST00177,Office Supplies,651.21,8898,PROMO10,dubai,0.1,586.089,5215019.922,20140308_CUST00177_OfficeSupplies,2014,3,1,O
2012-11-18,CUST00178,Clothes,109.28,7237,SAVE20,tokyo,0.2,87.424,632687.488,20121118_CUST00178_Clothes,2012,11,1,C
2011-11-18,CUST00179,Personal Care,81.73,1612,FREESHIP,sydney,0.0,81.73,131748.76,20111118_CUST00179_PersonalCare,2011,11,0,P
2012-07-12,CUST00180,Beverages,47.45,8904,DISCOUNT5,paris,0.05,45.0775,401370.06,20120712_CUST00180_Beverages,2012,7,0,B
2017-03-30,CUST00181,Personal Care,81.73,8022,SAVE20,berlin,0.2,65.384,524510.448,20170330_CUST00181_PersonalCare,2017,3,1,P
