customer_id,coupon_code,shipping_city
230,FREESHIP,Houston
870,WELCOME20,Philadelphia
365,SPRINGSALE,San Antonio
784,FREESHIP,Philadelphia
573,SAVE10,Chicago
967,SAVE10,Philadelphia
246,HOLIDAY15,Los Angeles
580,FREESHIP,Phoenix
146,WELCOME20,New York
271,SPRINGSALE,Chicago
235,HOLIDAY15,Dallas
661,HOLIDAY15,Phoenix
332,WELCOME20,Chicago
877,WELCOME20,Philadelphia
500,HOLIDAY15,San Jose
882,SPRINGSALE,Chicago
961,FREESHIP,San Diego
510,HOLIDAY15,San Jose
393,SPRINGSALE,San Jose
490,SPRINGSALE,Chicago
607,WELCOME20,San Jose
198,HOLIDAY15,Chicago
675,HOLIDAY15,Chicago
615,HOLIDAY15,Chicago
126,FREESHIP,New York
858,FREESHIP,Chicago
529,HOLIDAY15,Chicago
609,SAVE10,New York
400,SAVE10,Dallas
406,SAVE10,Houston
666,SPRINGSALE,Los Angeles
469,SPRINGSALE,Houston
128,FREESHIP,Los Angeles
527,SPRINGSALE,Dallas
418,SAVE10,San Jose
891,FREESHIP,New York
936,FREESHIP,Philadelphia
267,SAVE10,Phoenix
657,WELCOME20,San Antonio
875,WELCOME20,Chicago
189,SAVE10,San Jose
370,SPRINGSALE,Philadelphia
140,HOLIDAY15,San Jose
531,HOLIDAY15,Chicago
820,FREESHIP,Dallas
820,FREESHIP,San Antonio
712,SPRINGSALE,Chicago
878,SPRINGSALE,Los Angeles
953,FREESHIP,Philadelphia
832,WELCOME20,Chicago
637,FREESHIP,Los Angeles
348,FREESHIP,San Antonio
504,SAVE10,San Antonio
487,HOLIDAY15,San Diego
569,SPRINGSALE,San Antonio
921,SPRINGSALE,Dallas
610,SPRINGSALE,Chicago
184,SAVE10,Philadelphia
924,SAVE10,San Antonio
850,SAVE10,San Jose
663,HOLIDAY15,Philadelphia
669,WELCOME20,Houston
325,SAVE10,San Antonio
392,SAVE10,San Antonio
746,HOLIDAY15,Los Angeles
257,HOLIDAY15,Chicago
771,WELCOME20,San Antonio
514,FREESHIP,San Antonio
599,FREESHIP,Dallas
656,SAVE10,San Diego
770,WELCOME20,Phoenix
240,WELCOME20,New York
624,HOLIDAY15,Chicago
605,SAVE10,Houston
624,WELCOME20,Dallas
693,HOLIDAY15,New York
960,SAVE10,Chicago
525,SAVE10,San Jose
852,WELCOME20,San Jose
567,SPRINGSALE,Los Angeles
916,HOLIDAY15,Philadelphia
799,SPRINGSALE,New York
228,FREESHIP,San Diego
721,WELCOME20,Houston
102,SAVE10,Dallas
149,WELCOME20,New York
332,SPRINGSALE,Philadelphia
778,HOLIDAY15,San Diego
523,SPRINGSALE,New York
687,FREESHIP,Phoenix
180,SAVE10,New York
811,FREESHIP,Houston
740,HOLIDAY15,Philadelphia
735,HOLIDAY15,San Antonio
542,WELCOME20,Houston
654,SAVE10,San Antonio
310,SAVE10,Los Angeles
835,HOLIDAY15,Dallas
131,WELCOME20,Los Angeles
930,HOLIDAY15,Dallas
107,SPRINGSALE,Dallas
303,SAVE10,Phoenix
503,HOLIDAY15,Houston
337,HOLIDAY15,San Antonio
319,SAVE10,Philadelphia
184,SPRINGSALE,Los Angeles
860,HOLIDAY15,Chicago
856,WELCOME20,Dallas
142,HOLIDAY15,San Jose
453,FREESHIP,Los Angeles
160,FREESHIP,San Diego
836,WELCOME20,Los Angeles
495,WELCOME20,Phoenix
502,HOLIDAY15,San Jose
117,SAVE10,Philadelphia
487,HOLIDAY15,New York
494,SAVE10,Houston
162,WELCOME20,Dallas
387,HOLIDAY15,Dallas
693,HOLIDAY15,Chicago
527,SPRINGSALE,Philadelphia
182,SPRINGSALE,Dallas
575,SAVE10,San Jose
280,HOLIDAY15,San Jose
656,HOLIDAY15,Houston
551,HOLIDAY15,San Antonio
383,FREESHIP,Houston
452,SAVE10,Chicago
956,SPRINGSALE,Dallas
433,WELCOME20,Houston
889,FREESHIP,Philadelphia
704,SAVE10,Houston
589,HOLIDAY15,San Jose
197,HOLIDAY15,San Diego
174,SAVE10,San Diego
728,SPRINGSALE,New York
679,HOLIDAY15,Philadelphia
574,HOLIDAY15,Philadelphia
582,SAVE10,Philadelphia
963,SPRINGSALE,San Jose
967,SAVE10,San Jose
903,HOLIDAY15,Phoenix
601,WELCOME20,Los Angeles
387,HOLIDAY15,Phoenix
461,WELCOME20,Chicago
127,HOLIDAY15,San Diego
692,WELCOME20,San Diego
804,SPRINGSALE,New York
293,SAVE10,Dallas
281,HOLIDAY15,San Jose
349,FREESHIP,Houston
251,HOLIDAY15,Chicago
282,HOLIDAY15,Los Angeles
683,SPRINGSALE,Los Angeles
348,WELCOME20,Houston
170,SPRINGSALE,San Jose
490,FREESHIP,San Jose
481,WELCOME20,New York
452,SPRINGSALE,San Diego
650,SAVE10,Dallas
658,SPRINGSALE,Philadelphia
716,SPRINGSALE,Dallas
574,WELCOME20,New York
625,SAVE10,Houston
934,HOLIDAY15,San Diego
305,HOLIDAY15,New York
250,FREESHIP,San Jose
419,HOLIDAY15,Chicago
960,SAVE10,San Antonio
948,HOLIDAY15,Chicago
999,FREESHIP,San Antonio
122,FREESHIP,Philadelphia
794,SAVE10,San Jose
629,FREESHIP,Phoenix
562,FREESHIP,San Antonio
517,SPRINGSALE,New York
275,WELCOME20,San Jose
689,SAVE10,Philadelphia
360,SAVE10,Dallas
973,FREESHIP,Houston
564,HOLIDAY15,Los Angeles
344,SAVE10,Los Angeles
969,SPRINGSALE,Dallas
465,WELCOME20,Houston
330,SPRINGSALE,Philadelphia
525,FREESHIP,Los Angeles
120,FREESHIP,Chicago
797,HOLIDAY15,Chicago
847,WELCOME20,Phoenix
422,WELCOME20,Houston
523,SPRINGSALE,Dallas
676,SPRINGSALE,Los Angeles
972,FREESHIP,San Antonio
312,HOLIDAY15,San Jose
771,SPRINGSALE,Dallas
884,SPRINGSALE,Phoenix
433,SAVE10,Phoenix
510,FREESHIP,Phoenix
631,SAVE10,San Antonio
301,HOLIDAY15,San Diego
346,SAVE10,Chicago
522,FREESHIP,Houston
270,SPRINGSALE,Dallas
117,HOLIDAY15,San Antonio
583,FREESHIP,Los Angeles
482,WELCOME20,Los Angeles
416,SPRINGSALE,Chicago
159,SAVE10,Dallas
577,FREESHIP,San Diego
214,WELCOME20,Dallas
868,SPRINGSALE,New York
888,SPRINGSALE,San Diego
782,HOLIDAY15,Dallas
979,SAVE10,San Antonio
999,FREESHIP,Los Angeles
657,FREESHIP,San Jose
228,WELCOME20,Philadelphia
851,HOLIDAY15,Chicago
751,HOLIDAY15,Houston
857,SAVE10,Los Angeles
658,SAVE10,Dallas
292,SAVE10,Chicago
919,SAVE10,Houston
558,SAVE10,Dallas
544,HOLIDAY15,Dallas
146,WELCOME20,San Antonio
565,WELCOME20,Houston
623,FREESHIP,Houston
816,FREESHIP,Houston
526,FREESHIP,San Diego
270,SAVE10,Phoenix
650,SAVE10,Phoenix
201,HOLIDAY15,Chicago
829,HOLIDAY15,New York
278,SPRINGSALE,San Jose
391,SPRINGSALE,Los Angeles
239,HOLIDAY15,Los Angeles
384,SAVE10,Phoenix
209,SPRINGSALE,Los Angeles
160,HOLIDAY15,San Jose
885,SAVE10,Chicago
120,SAVE10,San Jose
289,FREESHIP,San Jose
372,SAVE10,Los Angeles
837,HOLIDAY15,Houston
350,SPRINGSALE,Phoenix
688,FREESHIP,Phoenix
612,WELCOME20,Los Angeles
650,HOLIDAY15,Phoenix
752,WELCOME20,San Diego
504,HOLIDAY15,San Jose
271,FREESHIP,San Jose
353,SPRINGSALE,San Jose
930,HOLIDAY15,Houston
216,SAVE10,Los Angeles
414,HOLIDAY15,Dallas
675,SAVE10,San Jose
550,HOLIDAY15,San Jose
935,SAVE10,Chicago
931,HOLIDAY15,San Diego
771,SPRINGSALE,New York
569,SAVE10,New York
796,SAVE10,Dallas
356,WELCOME20,Dallas
686,WELCOME20,Chicago
135,HOLIDAY15,New York
353,SAVE10,New York
650,HOLIDAY15,Chicago
691,FREESHIP,Dallas
445,HOLIDAY15,San Jose
137,FREESHIP,Phoenix
543,HOLIDAY15,Chicago
150,HOLIDAY15,Los Angeles
308,HOLIDAY15,San Jose
625,HOLIDAY15,New York
134,HOLIDAY15,San Antonio
272,WELCOME20,Dallas
529,SAVE10,San Diego
193,HOLIDAY15,Phoenix
293,HOLIDAY15,Dallas
526,SAVE10,Phoenix
859,SAVE10,Los Angeles
575,HOLIDAY15,San Antonio
637,SAVE10,Chicago
416,FREESHIP,Los Angeles
672,WELCOME20,San Antonio
348,WELCOME20,New York
474,SAVE10,Houston
834,WELCOME20,Chicago
777,SPRINGSALE,Houston
598,SPRINGSALE,Houston
536,HOLIDAY15,Los Angeles
153,HOLIDAY15,Los Angeles
683,SPRINGSALE,San Antonio
173,WELCOME20,San Jose
399,SPRINGSALE,Houston
472,SPRINGSALE,Los Angeles
844,FREESHIP,Philadelphia
824,SAVE10,Chicago
496,SPRINGSALE,Philadelphia
491,HOLIDAY15,San Jose
342,FREESHIP,Phoenix
498,HOLIDAY15,Los Angeles
405,FREESHIP,Phoenix
509,WELCOME20,Philadelphia
977,SAVE10,Dallas
498,SAVE10,New York
331,SAVE10,San Diego
416,HOLIDAY15,New York
332,SAVE10,Philadelphia
634,SAVE10,Chicago
458,SPRINGSALE,San Diego
363,FREESHIP,Los Angeles
746,WELCOME20,Houston
322,SAVE10,Los Angeles
131,SPRINGSALE,San Antonio
840,HOLIDAY15,Philadelphia
157,HOLIDAY15,Los Angeles
271,WELCOME20,Chicago
186,SAVE10,San Antonio
507,FREESHIP,New York
732,SPRINGSALE,New York
763,HOLIDAY15,Phoenix
719,WELCOME20,San Antonio
529,WELCOME20,Dallas
936,SAVE10,San Diego
667,SAVE10,Chicago
596,SAVE10,Houston
794,WELCOME20,San Diego
518,HOLIDAY15,Houston
151,HOLIDAY15,New York
210,WELCOME20,Chicago
880,SAVE10,Phoenix
418,WELCOME20,Chicago
367,HOLIDAY15,San Antonio
421,FREESHIP,New York
207,WELCOME20,Dallas
453,HOLIDAY15,Phoenix
737,FREESHIP,San Diego
710,WELCOME20,San Antonio
562,SPRINGSALE,San Diego
982,SPRINGSALE,Houston
579,WELCOME20,Phoenix
556,SAVE10,Dallas
140,SAVE10,Philadelphia
259,HOLIDAY15,New York
349,FREESHIP,San Diego
619,FREESHIP,San Diego
718,HOLIDAY15,Los Angeles
296,SAVE10,Dallas
695,SAVE10,Houston
875,FREESHIP,Philadelphia
603,SAVE10,San Antonio
772,SPRINGSALE,Phoenix
623,SPRINGSALE,Houston
917,WELCOME20,Chicago
305,SAVE10,Philadelphia
153,SAVE10,Dallas
998,HOLIDAY15,Chicago
427,SPRINGSALE,Philadelphia
171,SPRINGSALE,New York
269,HOLIDAY15,San Jose
724,SPRINGSALE,New York
336,FREESHIP,San Antonio
698,SAVE10,Phoenix
639,HOLIDAY15,Houston
799,WELCOME20,Phoenix
646,SPRINGSALE,New York
909,FREESHIP,Los Angeles
180,SAVE10,San Diego
757,WELCOME20,Phoenix
270,HOLIDAY15,Philadelphia
924,SPRINGSALE,San Jose
905,FREESHIP,New York
798,HOLIDAY15,Houston
285,WELCOME20,San Jose
923,HOLIDAY15,New York
299,HOLIDAY15,Los Angeles
848,HOLIDAY15,New York
690,SAVE10,Houston
985,HOLIDAY15,Dallas
177,FREESHIP,San Jose
358,WELCOME20,Los Angeles
943,SAVE10,San Jose
542,FREESHIP,Chicago
645,WELCOME20,San Jose
539,HOLIDAY15,Philadelphia
976,HOLIDAY15,Los Angeles
909,FREESHIP,New York
874,SAVE10,San Jose
652,SAVE10,San Antonio
996,FREESHIP,San Antonio
149,FREESHIP,San Jose
949,FREESHIP,Dallas
392,HOLIDAY15,San Diego
443,FREESHIP,Chicago
651,FREESHIP,Chicago
605,SPRINGSALE,Chicago
922,WELCOME20,Los Angeles
742,SAVE10,Philadelphia
273,SPRINGSALE,San Diego
237,HOLIDAY15,Philadelphia
307,SPRINGSALE,Phoenix
698,SPRINGSALE,San Diego
661,HOLIDAY15,Phoenix
533,SPRINGSALE,San Diego
189,HOLIDAY15,Houston
266,SPRINGSALE,Chicago
754,WELCOME20,Philadelphia
172,WELCOME20,Phoenix
731,SAVE10,Los Angeles
480,SPRINGSALE,Chicago
983,FREESHIP,New York
419,SAVE10,San Diego
346,HOLIDAY15,San Antonio
902,WELCOME20,Dallas
271,WELCOME20,San Diego
274,HOLIDAY15,San Diego
971,HOLIDAY15,Philadelphia
524,FREESHIP,San Antonio
994,SPRINGSALE,San Jose
878,HOLIDAY15,San Diego
414,FREESHIP,Chicago
359,FREESHIP,Phoenix
370,SAVE10,Chicago
390,SPRINGSALE,New York
346,WELCOME20,Los Angeles
588,WELCOME20,Los Angeles
814,SAVE10,San Jose
782,SPRINGSALE,Los Angeles
601,SAVE10,San Diego
533,FREESHIP,Los Angeles
758,WELCOME20,San Diego
233,SPRINGSALE,New York
307,HOLIDAY15,Dallas
588,SPRINGSALE,Chicago
973,SPRINGSALE,Phoenix
730,FREESHIP,Dallas
496,FREESHIP,San Diego
121,SPRINGSALE,Dallas
287,WELCOME20,Dallas
567,HOLIDAY15,Chicago
536,FREESHIP,Houston
505,HOLIDAY15,Houston
155,HOLIDAY15,San Jose
764,FREESHIP,New York
307,FREESHIP,Los Angeles
749,FREESHIP,New York
783,SPRINGSALE,Phoenix
710,FREESHIP,San Jose
834,HOLIDAY15,Dallas
451,SAVE10,San Antonio
577,HOLIDAY15,San Diego
474,FREESHIP,New York
836,FREESHIP,San Antonio
798,FREESHIP,San Antonio
754,SAVE10,Houston
376,FREESHIP,Philadelphia
839,HOLIDAY15,San Diego
579,WELCOME20,Dallas
400,WELCOME20,Philadelphia
837,HOLIDAY15,Phoenix
443,SPRINGSALE,Phoenix
548,WELCOME20,Chicago
820,WELCOME20,Los Angeles
913,WELCOME20,New York
987,SAVE10,San Diego
544,SAVE10,Phoenix
358,FREESHIP,Philadelphia
689,FREESHIP,Chicago
601,SPRINGSALE,San Diego
556,HOLIDAY15,San Jose
262,WELCOME20,San Diego
315,SAVE10,Dallas
421,SPRINGSALE,San Jose
145,SAVE10,Dallas
469,FREESHIP,Philadelphia
597,SAVE10,New York
676,WELCOME20,Los Angeles
356,FREESHIP,Philadelphia
530,SAVE10,Philadelphia
943,HOLIDAY15,Houston
217,SPRINGSALE,Phoenix
603,SPRINGSALE,Dallas
196,SPRINGSALE,Houston
982,SPRINGSALE,New York
317,SAVE10,Dallas
372,FREESHIP,Los Angeles
422,WELCOME20,Dallas
108,SAVE10,Philadelphia
536,HOLIDAY15,San Jose
850,SAVE10,Chicago
508,SAVE10,San Antonio
139,FREESHIP,Dallas
914,SPRINGSALE,San Jose
489,HOLIDAY15,San Antonio
895,SAVE10,Philadelphia
735,HOLIDAY15,Los Angeles
658,SAVE10,Houston
803,SAVE10,San Jose
118,FREESHIP,Philadelphia
924,SAVE10,Houston
299,WELCOME20,Los Angeles
496,SAVE10,Los Angeles
846,SPRINGSALE,Phoenix
517,WELCOME20,Dallas
223,SAVE10,San Jose
952,SPRINGSALE,New York
305,FREESHIP,Houston
590,SPRINGSALE,Houston
847,SPRINGSALE,Phoenix
219,WELCOME20,Philadelphia
895,SPRINGSALE,Dallas
347,FREESHIP,Phoenix
445,SAVE10,San Diego
644,FREESHIP,San Jose
792,SAVE10,Los Angeles
160,WELCOME20,Dallas
135,FREESHIP,Dallas
493,FREESHIP,Los Angeles
111,WELCOME20,Philadelphia
883,FREESHIP,Houston
673,WELCOME20,New York
407,SPRINGSALE,Dallas
582,HOLIDAY15,Phoenix
213,HOLIDAY15,San Diego
781,FREESHIP,San Jose
339,WELCOME20,San Antonio
501,SPRINGSALE,San Diego
114,FREESHIP,Chicago
170,HOLIDAY15,Philadelphia
714,FREESHIP,San Diego
815,SAVE10,San Jose
749,SAVE10,Phoenix
811,WELCOME20,Dallas
545,HOLIDAY15,Philadelphia
775,SPRINGSALE,New York
960,SPRINGSALE,San Diego
811,SPRINGSALE,Chicago
193,WELCOME20,Phoenix
975,FREESHIP,Dallas
181,FREESHIP,San Antonio
933,FREESHIP,San Diego
882,WELCOME20,Phoenix
370,FREESHIP,Dallas
224,SAVE10,San Antonio
163,WELCOME20,Chicago
417,SPRINGSALE,New York
490,WELCOME20,San Jose
772,SAVE10,San Diego
235,WELCOME20,San Antonio
804,SPRINGSALE,Chicago
296,SPRINGSALE,Houston
803,WELCOME20,Dallas
405,WELCOME20,New York
671,SPRINGSALE,San Antonio
815,WELCOME20,New York
843,SAVE10,San Jose
216,WELCOME20,San Diego
876,SPRINGSALE,Los Angeles
752,SPRINGSALE,San Antonio
624,SAVE10,New York
323,HOLIDAY15,Houston
259,FREESHIP,San Antonio
701,SAVE10,Philadelphia
500,SAVE10,San Jose
958,WELCOME20,New York
600,SAVE10,Philadelphia
980,SPRINGSALE,Chicago
601,FREESHIP,New York
514,HOLIDAY15,Phoenix
305,WELCOME20,New York
924,FREESHIP,San Diego
681,WELCOME20,Dallas
949,WELCOME20,Dallas
207,HOLIDAY15,Philadelphia
343,SAVE10,Houston
657,SPRINGSALE,San Jose
666,SAVE10,San Diego
907,SPRINGSALE,San Jose
888,SPRINGSALE,Dallas
272,SAVE10,Phoenix
669,HOLIDAY15,Chicago
121,FREESHIP,Philadelphia
393,SAVE10,Chicago
924,FREESHIP,Houston
945,WELCOME20,San Diego
932,SPRINGSALE,San Diego
160,SPRINGSALE,Dallas
214,HOLIDAY15,Philadelphia
614,WELCOME20,New York
952,WELCOME20,Dallas
739,WELCOME20,Chicago
711,SPRINGSALE,Phoenix
760,FREESHIP,Dallas
956,FREESHIP,Philadelphia
957,SPRINGSALE,New York
918,SAVE10,San Jose
379,HOLIDAY15,San Antonio
530,SAVE10,Houston
567,SPRINGSALE,San Antonio
298,FREESHIP,Houston
344,SPRINGSALE,Los Angeles
847,HOLIDAY15,Houston
136,FREESHIP,Phoenix
483,SPRINGSALE,Houston
707,HOLIDAY15,Los Angeles
707,SAVE10,Los Angeles
465,WELCOME20,Houston
862,HOLIDAY15,San Jose
558,HOLIDAY15,Houston
963,HOLIDAY15,San Diego
331,SPRINGSALE,New York
472,SPRINGSALE,Houston
377,FREESHIP,Los Angeles
410,HOLIDAY15,Houston
435,HOLIDAY15,Phoenix
619,WELCOME20,Phoenix
278,SAVE10,Dallas
245,SAVE10,Phoenix
669,SAVE10,Los Angeles
444,WELCOME20,Philadelphia
366,HOLIDAY15,New York
529,SAVE10,San Antonio
138,SPRINGSALE,Los Angeles
976,HOLIDAY15,San Antonio
405,HOLIDAY15,Los Angeles
899,SAVE10,Philadelphia
272,FREESHIP,Dallas
547,HOLIDAY15,Chicago
532,WELCOME20,Phoenix
209,HOLIDAY15,San Diego
316,SAVE10,San Diego
789,FREESHIP,Chicago
106,SAVE10,Los Angeles
707,SPRINGSALE,San Diego
792,SAVE10,New York
885,HOLIDAY15,Phoenix
721,WELCOME20,San Diego
637,SAVE10,Dallas
504,WELCOME20,Dallas
153,SPRINGSALE,San Jose
336,SAVE10,New York
558,HOLIDAY15,San Diego
678,SAVE10,Houston
526,SPRINGSALE,Los Angeles
623,FREESHIP,San Antonio
403,SPRINGSALE,Philadelphia
116,WELCOME20,San Antonio
891,SAVE10,Dallas
723,SPRINGSALE,Houston
302,FREESHIP,Los Angeles
648,FREESHIP,San Antonio
324,SAVE10,Phoenix
761,FREESHIP,New York
644,HOLIDAY15,Los Angeles
136,FREESHIP,New York
171,HOLIDAY15,San Antonio
692,SPRINGSALE,San Jose
927,SPRINGSALE,New York
158,SAVE10,San Jose
440,FREESHIP,New York
744,SAVE10,Phoenix
835,SAVE10,Phoenix
906,SPRINGSALE,San Antonio
359,WELCOME20,Los Angeles
999,SPRINGSALE,Phoenix
949,FREESHIP,Phoenix
358,WELCOME20,Houston
932,HOLIDAY15,Phoenix
813,FREESHIP,Dallas
321,SAVE10,Phoenix
126,WELCOME20,Philadelphia
757,HOLIDAY15,New York
291,FREESHIP,San Antonio
178,SAVE10,Houston
975,HOLIDAY15,San Jose
642,SAVE10,San Jose
304,HOLIDAY15,Houston
826,SPRINGSALE,San Antonio
677,SPRINGSALE,San Jose
917,SPRINGSALE,San Jose
304,FREESHIP,Houston
698,FREESHIP,Phoenix
809,SAVE10,San Jose
735,SPRINGSALE,Los Angeles
285,SAVE10,Phoenix
445,SAVE10,Philadelphia
570,SPRINGSALE,Houston
406,HOLIDAY15,San Diego
941,SAVE10,San Diego
168,WELCOME20,New York
800,WELCOME20,Houston
239,SPRINGSALE,Dallas
897,WELCOME20,San Antonio
